,click_predicted,clicked_groundtruth
3740,0.0,0.0
66861,0.0,0.0
77554,0.0,0.0
3169,0.0,0.0
55508,0.0,0.0
91939,0.0,0.0
66337,0.0,0.0
59098,0.0,0.0
95692,0.0,0.0
19768,0.0,0.0
59132,0.0,0.0
80393,0.0,0.0
9891,0.0,0.0
85039,0.0,0.0
7983,0.0,0.0
88596,0.0,0.0
41232,0.0,0.0
63632,0.0,0.0
81628,0.0,0.0
6682,0.0,0.0
48591,0.0,0.0
54154,0.0,0.0
1519,0.0,0.0
12068,0.0,0.0
83656,0.0,0.0
41722,0.0,0.0
98065,0.0,0.0
48937,0.0,0.0
48015,0.0,0.0
12409,0.0,0.0
13616,0.0,0.0
93047,0.0,0.0
71926,0.0,0.0
44225,0.0,0.0
42608,0.0,0.0
97540,0.0,0.0
34343,0.0,0.0
223,0.0,0.0
59362,0.0,0.0
29174,0.0,0.0
26065,0.0,0.0
12968,0.0,0.0
7048,0.0,0.0
7095,0.0,0.0
33808,0.0,0.0
40740,0.0,0.0
20317,0.0,0.0
26483,0.0,0.0
23118,0.0,0.0
53438,0.0,0.0
1493,0.0,0.0
81881,0.0,0.0
81054,0.0,0.0
25498,0.0,0.0
65624,0.0,0.0
34577,0.0,0.0
84307,0.0,0.0
48062,0.0,0.0
30684,0.0,0.0
79074,0.0,0.0
91897,0.0,0.0
26017,0.0,0.0
38005,0.0,0.0
88282,0.0,0.0
8122,0.0,0.0
26188,0.0,0.0
49497,0.0,0.0
52705,0.0,0.0
12056,0.0,0.0
95646,0.0,0.0
87235,0.0,0.0
63109,0.0,0.0
66202,0.0,0.0
80696,0.0,0.0
53612,0.0,0.0
96989,0.0,0.0
85951,0.0,0.0
47435,0.0,0.0
94846,0.0,0.0
36482,0.0,0.0
52867,0.0,0.0
39691,0.0,0.0
89167,0.0,0.0
89923,0.0,0.0
63595,0.0,0.0
3644,0.0,0.0
42474,0.0,0.0
28542,0.0,0.0
87751,0.0,0.0
61655,0.0,0.0
9429,0.0,0.0
70888,0.0,0.0
42777,0.0,0.0
90157,0.0,0.0
29960,0.0,0.0
46764,0.0,0.0
61325,1.0,0.0
15054,0.0,0.0
94795,0.0,0.0
2584,0.0,0.0
35240,0.0,0.0
82995,0.0,0.0
60158,0.0,0.0
99433,0.0,0.0
21893,0.0,0.0
75960,0.0,0.0
88459,0.0,0.0
95665,0.0,0.0
13125,0.0,0.0
37590,0.0,0.0
77650,0.0,0.0
75355,0.0,0.0
49703,0.0,0.0
61138,0.0,0.0
68016,0.0,0.0
4782,0.0,0.0
79167,0.0,0.0
79735,0.0,0.0
40249,0.0,0.0
84547,0.0,0.0
20330,0.0,0.0
22600,0.0,0.0
46187,0.0,0.0
27805,0.0,0.0
40253,0.0,0.0
5359,0.0,0.0
40229,0.0,0.0
68376,0.0,0.0
64398,0.0,0.0
53742,0.0,0.0
69006,0.0,0.0
56140,0.0,0.0
70064,0.0,0.0
50555,0.0,0.0
16128,0.0,0.0
87600,0.0,0.0
58833,0.0,0.0
91953,0.0,0.0
10929,0.0,0.0
41561,0.0,0.0
41148,0.0,0.0
87920,0.0,0.0
89103,0.0,0.0
97437,0.0,0.0
3294,0.0,0.0
6012,0.0,0.0
79443,0.0,0.0
58088,0.0,0.0
73983,0.0,0.0
79184,0.0,0.0
34016,0.0,0.0
67926,0.0,0.0
16303,0.0,0.0
47532,0.0,0.0
59781,0.0,0.0
90797,0.0,0.0
5551,0.0,0.0
64019,0.0,0.0
80955,0.0,0.0
84874,0.0,0.0
29428,0.0,0.0
91783,0.0,0.0
67995,0.0,0.0
14975,0.0,0.0
49321,0.0,0.0
41308,0.0,0.0
71588,0.0,0.0
19545,0.0,0.0
66959,0.0,0.0
84766,0.0,0.0
68141,0.0,0.0
13083,0.0,0.0
25772,0.0,0.0
12937,1.0,0.0
5074,0.0,0.0
91045,0.0,0.0
69109,0.0,0.0
97805,0.0,0.0
2649,0.0,0.0
19030,0.0,0.0
9010,0.0,0.0
96146,0.0,0.0
76397,0.0,0.0
95766,0.0,0.0
97183,0.0,0.0
24711,0.0,0.0
74502,0.0,0.0
82367,0.0,0.0
26446,0.0,0.0
76324,0.0,0.0
52383,0.0,0.0
39477,0.0,0.0
36878,0.0,0.0
90390,0.0,0.0
77897,0.0,0.0
92425,0.0,0.0
76787,0.0,0.0
87242,0.0,0.0
43107,0.0,1.0
29346,0.0,0.0
46475,0.0,0.0
55365,0.0,0.0
3049,0.0,1.0
72675,0.0,0.0
28001,0.0,0.0
89126,0.0,0.0
95214,0.0,0.0
63152,0.0,0.0
25523,0.0,0.0
75954,0.0,0.0
77533,0.0,0.0
51049,0.0,0.0
65985,0.0,0.0
92133,0.0,0.0
21317,0.0,0.0
46703,0.0,0.0
96549,0.0,1.0
16905,0.0,0.0
49059,0.0,0.0
45117,0.0,0.0
96673,0.0,0.0
72477,0.0,0.0
42673,0.0,0.0
66207,0.0,0.0
33741,0.0,0.0
4421,0.0,0.0
14107,0.0,0.0
84265,0.0,0.0
63927,0.0,0.0
38219,0.0,0.0
15044,0.0,0.0
2076,0.0,0.0
48266,0.0,0.0
1599,0.0,0.0
91576,0.0,0.0
41937,0.0,0.0
2661,0.0,0.0
24793,0.0,0.0
42308,0.0,0.0
52607,0.0,0.0
35809,0.0,0.0
29058,0.0,0.0
46268,0.0,0.0
692,0.0,0.0
49782,0.0,0.0
98782,0.0,0.0
77020,0.0,0.0
82762,0.0,0.0
7526,0.0,0.0
29379,0.0,0.0
99348,0.0,0.0
41405,0.0,0.0
47661,0.0,0.0
50689,0.0,0.0
91177,0.0,0.0
5685,0.0,0.0
89989,0.0,0.0
3549,0.0,0.0
42515,0.0,0.0
1652,0.0,0.0
31583,0.0,0.0
41668,0.0,0.0
65949,0.0,0.0
59575,0.0,0.0
40421,0.0,0.0
25778,0.0,0.0
20075,0.0,0.0
5203,0.0,0.0
93902,0.0,0.0
87597,0.0,0.0
68954,0.0,1.0
38263,0.0,0.0
69620,0.0,0.0
94605,0.0,0.0
26138,0.0,0.0
4678,0.0,0.0
11416,0.0,0.0
85938,0.0,0.0
71239,0.0,0.0
28881,0.0,1.0
69605,0.0,0.0
30535,0.0,0.0
62234,0.0,0.0
12032,0.0,0.0
37149,0.0,0.0
71174,0.0,0.0
18845,0.0,0.0
88544,0.0,0.0
40245,0.0,0.0
5422,0.0,0.0
52129,0.0,0.0
95367,0.0,0.0
28217,0.0,0.0
55756,0.0,0.0
13041,0.0,0.0
18495,0.0,0.0
82546,0.0,0.0
87717,0.0,0.0
9992,0.0,0.0
81213,0.0,0.0
74048,0.0,0.0
7587,0.0,0.0
34681,0.0,0.0
72880,0.0,0.0
38000,0.0,0.0
12206,0.0,0.0
63728,0.0,0.0
634,0.0,0.0
19205,0.0,1.0
65767,0.0,0.0
56748,0.0,0.0
82057,0.0,0.0
46005,0.0,0.0
4894,0.0,0.0
26574,0.0,0.0
91618,0.0,0.0
26964,0.0,0.0
73463,0.0,0.0
56257,0.0,0.0
61293,0.0,0.0
95561,0.0,0.0
21543,0.0,0.0
68842,0.0,0.0
56915,0.0,0.0
5013,0.0,0.0
24607,0.0,0.0
63153,0.0,0.0
25958,0.0,0.0
68186,0.0,0.0
76173,0.0,0.0
15252,0.0,0.0
76600,0.0,1.0
40305,0.0,0.0
53232,0.0,0.0
49977,0.0,0.0
658,0.0,0.0
78319,0.0,0.0
23285,0.0,0.0
85416,0.0,0.0
70461,0.0,0.0
60259,0.0,0.0
84853,0.0,0.0
70169,0.0,0.0
46225,0.0,0.0
85716,0.0,0.0
75440,0.0,0.0
5844,0.0,0.0
83024,0.0,0.0
86623,0.0,0.0
66039,0.0,0.0
90644,0.0,0.0
25277,0.0,0.0
2589,0.0,0.0
87397,0.0,0.0
91094,0.0,0.0
72280,0.0,0.0
52932,0.0,0.0
35133,0.0,0.0
7676,0.0,0.0
91508,0.0,0.0
4347,0.0,0.0
4714,0.0,0.0
26243,0.0,0.0
40586,0.0,0.0
37004,0.0,0.0
94561,0.0,0.0
97838,0.0,0.0
24259,0.0,0.0
59417,0.0,0.0
37117,0.0,0.0
42556,0.0,0.0
735,0.0,0.0
85817,0.0,0.0
45423,0.0,0.0
12207,0.0,0.0
72754,0.0,0.0
28982,0.0,0.0
14692,0.0,0.0
18180,0.0,0.0
19009,0.0,0.0
70415,0.0,0.0
42161,0.0,0.0
20900,1.0,0.0
59767,0.0,0.0
79165,0.0,0.0
19271,0.0,0.0
76000,0.0,0.0
8601,0.0,0.0
41188,0.0,0.0
29314,0.0,0.0
2051,0.0,1.0
22152,0.0,0.0
40577,0.0,1.0
46860,0.0,0.0
69435,0.0,0.0
66089,0.0,0.0
25993,0.0,0.0
4305,0.0,0.0
91548,0.0,0.0
72152,0.0,0.0
22259,0.0,0.0
57810,0.0,0.0
51626,0.0,0.0
21031,0.0,0.0
68675,0.0,0.0
62979,0.0,0.0
60601,0.0,0.0
89143,0.0,0.0
54691,0.0,0.0
8519,0.0,0.0
8682,0.0,0.0
1442,0.0,0.0
38865,0.0,0.0
99023,0.0,0.0
51175,0.0,0.0
37312,0.0,0.0
74315,0.0,0.0
33510,0.0,0.0
83310,0.0,0.0
90230,0.0,0.0
74884,0.0,0.0
81629,0.0,0.0
68324,0.0,0.0
12210,0.0,0.0
7813,0.0,0.0
49416,0.0,0.0
26888,0.0,0.0
85727,0.0,0.0
75409,0.0,0.0
55881,0.0,0.0
67706,0.0,0.0
59175,0.0,0.0
19700,0.0,0.0
75145,0.0,0.0
61042,0.0,0.0
43434,0.0,0.0
27347,0.0,0.0
34531,0.0,0.0
83232,0.0,0.0
77066,0.0,0.0
79890,0.0,0.0
72173,0.0,0.0
40887,0.0,0.0
38912,0.0,1.0
58317,0.0,0.0
36369,0.0,0.0
80184,0.0,0.0
34875,0.0,0.0
14892,0.0,0.0
77491,0.0,0.0
10334,0.0,0.0
81952,0.0,0.0
97833,0.0,0.0
16956,0.0,0.0
44665,0.0,0.0
30212,0.0,0.0
87261,0.0,0.0
59198,0.0,0.0
21055,0.0,0.0
19819,0.0,0.0
64837,0.0,0.0
59988,0.0,0.0
84790,0.0,0.0
33134,0.0,0.0
24744,0.0,0.0
15990,0.0,0.0
11591,0.0,0.0
43688,0.0,0.0
92010,0.0,0.0
51271,0.0,0.0
49601,0.0,0.0
17314,0.0,0.0
5439,0.0,0.0
71151,0.0,0.0
51828,0.0,0.0
19640,0.0,0.0
28831,0.0,0.0
86771,0.0,0.0
46777,0.0,0.0
65893,0.0,0.0
57933,0.0,0.0
42671,1.0,0.0
40903,0.0,0.0
68583,0.0,0.0
45594,0.0,0.0
49752,0.0,0.0
85896,0.0,1.0
2189,0.0,0.0
56756,0.0,0.0
72992,0.0,0.0
48342,0.0,0.0
22390,0.0,0.0
1069,0.0,0.0
28024,0.0,0.0
22675,0.0,0.0
81719,0.0,0.0
85771,0.0,0.0
43954,0.0,0.0
41163,0.0,1.0
91110,0.0,0.0
6770,0.0,0.0
16043,0.0,0.0
98681,0.0,0.0
22517,0.0,1.0
1192,0.0,0.0
64482,0.0,0.0
98869,0.0,0.0
20988,0.0,0.0
5379,0.0,0.0
47758,0.0,0.0
52122,0.0,0.0
54642,0.0,0.0
14278,0.0,0.0
98400,0.0,0.0
24202,0.0,0.0
49973,0.0,0.0
86750,0.0,0.0
26875,0.0,0.0
17376,0.0,0.0
191,0.0,0.0
55142,0.0,0.0
41846,0.0,0.0
23830,0.0,0.0
8355,0.0,1.0
12803,0.0,0.0
56224,0.0,0.0
45792,0.0,0.0
60628,0.0,0.0
74626,0.0,0.0
55386,0.0,0.0
55236,0.0,0.0
90708,0.0,0.0
32523,0.0,0.0
93126,0.0,0.0
34699,0.0,0.0
76516,0.0,0.0
80073,0.0,0.0
31398,0.0,0.0
58377,0.0,0.0
36732,0.0,0.0
8158,0.0,0.0
11127,0.0,0.0
78743,0.0,0.0
69992,0.0,0.0
31618,0.0,0.0
62943,0.0,0.0
79797,0.0,0.0
38096,0.0,0.0
53248,0.0,0.0
74882,0.0,0.0
83189,0.0,0.0
1477,0.0,0.0
59120,0.0,0.0
20432,0.0,0.0
885,0.0,0.0
96040,0.0,0.0
43207,0.0,0.0
6107,0.0,0.0
46823,0.0,0.0
79602,0.0,0.0
26208,0.0,0.0
53174,0.0,0.0
77363,0.0,0.0
5302,0.0,0.0
69416,0.0,0.0
15405,0.0,0.0
38010,0.0,0.0
49030,0.0,0.0
40002,0.0,0.0
2302,0.0,0.0
10072,0.0,0.0
40227,0.0,0.0
85704,0.0,0.0
91844,0.0,0.0
86857,0.0,0.0
7577,0.0,0.0
26677,0.0,0.0
38801,0.0,0.0
14004,0.0,1.0
14642,0.0,0.0
15006,0.0,0.0
20200,0.0,0.0
97149,0.0,0.0
76829,0.0,1.0
48239,0.0,0.0
72640,0.0,0.0
24209,0.0,0.0
58472,0.0,0.0
82838,0.0,0.0
29784,0.0,0.0
33723,0.0,0.0
23825,0.0,0.0
12401,0.0,0.0
71214,0.0,0.0
6371,0.0,0.0
11811,0.0,0.0
56731,0.0,0.0
7473,0.0,0.0
56251,0.0,0.0
77788,0.0,0.0
9695,0.0,0.0
86975,0.0,0.0
84422,0.0,0.0
35075,0.0,0.0
90850,0.0,0.0
33516,0.0,0.0
56678,0.0,1.0
89157,0.0,0.0
87571,0.0,0.0
21878,0.0,1.0
40905,0.0,0.0
33186,0.0,0.0
30757,0.0,0.0
24902,0.0,0.0
26309,0.0,0.0
95685,0.0,0.0
38755,0.0,0.0
90887,0.0,0.0
74422,0.0,0.0
508,0.0,0.0
8363,0.0,0.0
7067,0.0,0.0
31146,0.0,0.0
49628,0.0,0.0
42945,0.0,0.0
39589,0.0,0.0
21928,0.0,0.0
11655,0.0,0.0
30318,0.0,0.0
48642,0.0,0.0
34455,0.0,0.0
13970,0.0,0.0
39393,0.0,0.0
17498,0.0,0.0
61844,0.0,0.0
635,0.0,0.0
84839,0.0,0.0
92163,0.0,0.0
24233,0.0,0.0
74758,0.0,0.0
78302,0.0,0.0
1503,0.0,0.0
65068,0.0,0.0
54614,0.0,0.0
25229,0.0,0.0
87859,0.0,0.0
12096,0.0,0.0
96306,0.0,0.0
64211,0.0,0.0
85392,0.0,0.0
8978,0.0,0.0
98430,0.0,0.0
71688,0.0,0.0
99761,0.0,0.0
28209,0.0,0.0
42510,0.0,0.0
81154,0.0,0.0
732,0.0,0.0
53237,0.0,0.0
7138,0.0,0.0
44418,0.0,0.0
3884,0.0,0.0
27594,0.0,0.0
48670,0.0,0.0
24591,0.0,0.0
80711,0.0,0.0
6819,0.0,0.0
51300,0.0,0.0
79451,0.0,0.0
61024,0.0,0.0
96155,0.0,0.0
32380,0.0,0.0
42067,0.0,0.0
64892,0.0,0.0
63514,0.0,0.0
72721,0.0,0.0
97350,0.0,0.0
97510,0.0,0.0
90751,0.0,0.0
57165,0.0,0.0
31538,0.0,0.0
8818,0.0,0.0
16671,0.0,0.0
79813,0.0,0.0
49016,0.0,0.0
26960,0.0,0.0
1560,0.0,0.0
23864,0.0,0.0
28010,0.0,0.0
46948,0.0,0.0
43470,0.0,0.0
8250,0.0,0.0
71462,0.0,0.0
81655,0.0,0.0
13743,0.0,0.0
437,0.0,0.0
67506,0.0,0.0
81215,0.0,0.0
17,0.0,0.0
16375,0.0,0.0
1286,0.0,0.0
53693,0.0,0.0
25811,0.0,0.0
71782,0.0,1.0
33194,0.0,0.0
95722,0.0,0.0
82111,0.0,0.0
1735,0.0,0.0
76245,0.0,0.0
99512,0.0,0.0
84596,0.0,0.0
31348,0.0,0.0
26780,0.0,0.0
66229,0.0,0.0
3131,0.0,0.0
94496,0.0,0.0
23828,0.0,0.0
57916,0.0,0.0
53303,0.0,0.0
28437,0.0,0.0
27976,0.0,0.0
96949,0.0,0.0
72479,0.0,0.0
89456,0.0,0.0
33315,0.0,0.0
96170,0.0,0.0
22526,0.0,0.0
80253,0.0,0.0
30394,0.0,0.0
79472,0.0,0.0
60287,0.0,0.0
41124,0.0,0.0
58412,0.0,0.0
27764,0.0,0.0
58536,0.0,0.0
18637,0.0,0.0
1864,0.0,0.0
61808,0.0,0.0
45573,0.0,0.0
43624,0.0,0.0
7803,0.0,0.0
12582,0.0,0.0
57612,0.0,0.0
29043,0.0,0.0
94005,0.0,0.0
28634,0.0,0.0
9816,0.0,0.0
71845,0.0,0.0
67425,0.0,0.0
24469,0.0,0.0
40828,0.0,0.0
14129,0.0,0.0
81676,0.0,0.0
82479,0.0,0.0
69598,0.0,0.0
47384,0.0,0.0
9298,0.0,0.0
49026,0.0,0.0
16391,0.0,0.0
32575,0.0,0.0
4391,0.0,0.0
87611,0.0,0.0
93582,0.0,0.0
35681,0.0,0.0
71375,0.0,0.0
9172,0.0,0.0
24446,0.0,0.0
77684,0.0,0.0
72361,0.0,0.0
73471,0.0,0.0
46549,0.0,0.0
72072,0.0,0.0
13843,0.0,0.0
11814,0.0,1.0
58448,0.0,0.0
98311,0.0,0.0
88820,0.0,0.0
74301,0.0,0.0
46779,0.0,0.0
87786,0.0,0.0
27388,0.0,1.0
22352,0.0,0.0
85359,0.0,0.0
15293,0.0,0.0
59803,0.0,0.0
92614,0.0,0.0
29562,0.0,0.0
89025,0.0,0.0
60951,0.0,0.0
88466,0.0,0.0
86716,0.0,0.0
67401,0.0,0.0
11677,0.0,0.0
19675,0.0,0.0
49515,0.0,0.0
21854,0.0,0.0
4689,0.0,0.0
71857,0.0,0.0
89747,0.0,0.0
69544,0.0,0.0
72927,0.0,0.0
37167,0.0,0.0
6190,0.0,0.0
3247,0.0,0.0
32883,0.0,0.0
87522,0.0,0.0
68224,0.0,0.0
21957,0.0,0.0
71395,0.0,0.0
33275,0.0,0.0
83124,0.0,0.0
2491,0.0,0.0
72780,0.0,0.0
28724,0.0,0.0
14978,0.0,0.0
34458,0.0,0.0
91449,0.0,0.0
50810,0.0,0.0
9860,0.0,0.0
78987,0.0,0.0
39787,0.0,0.0
65481,0.0,0.0
35749,0.0,0.0
58362,0.0,0.0
98950,0.0,0.0
841,0.0,0.0
15829,0.0,0.0
92482,0.0,0.0
46795,0.0,0.0
81345,0.0,0.0
59468,0.0,0.0
3242,0.0,0.0
85612,0.0,0.0
33063,0.0,0.0
99430,0.0,0.0
91024,0.0,0.0
20059,0.0,0.0
54938,0.0,0.0
86111,0.0,1.0
4982,0.0,0.0
1497,0.0,1.0
80481,0.0,0.0
47252,0.0,0.0
16924,0.0,0.0
95240,0.0,0.0
19342,0.0,0.0
19180,0.0,0.0
68410,0.0,0.0
58070,0.0,0.0
90231,0.0,0.0
16662,0.0,0.0
41909,0.0,0.0
70146,0.0,0.0
61186,0.0,0.0
25310,0.0,0.0
19206,0.0,0.0
33162,0.0,0.0
35165,0.0,0.0
17463,0.0,0.0
42268,0.0,0.0
74173,0.0,0.0
87000,0.0,0.0
92685,0.0,0.0
93744,0.0,0.0
98384,0.0,0.0
70327,0.0,0.0
89198,0.0,0.0
91314,0.0,0.0
49070,0.0,0.0
38811,0.0,0.0
4017,0.0,0.0
29009,0.0,0.0
48719,0.0,0.0
55853,0.0,0.0
48537,0.0,0.0
48546,0.0,0.0
86969,0.0,1.0
10798,0.0,0.0
6122,0.0,0.0
48776,0.0,0.0
42378,0.0,0.0
11363,0.0,0.0
31097,0.0,0.0
3373,0.0,0.0
39249,0.0,0.0
22768,0.0,0.0
3768,0.0,0.0
11290,0.0,0.0
8662,0.0,0.0
6329,0.0,0.0
4707,0.0,0.0
69741,0.0,0.0
84407,0.0,0.0
57554,0.0,0.0
68466,0.0,0.0
27468,0.0,0.0
62495,0.0,0.0
73065,0.0,0.0
46695,0.0,0.0
40185,0.0,0.0
53026,0.0,0.0
44137,0.0,1.0
2708,0.0,0.0
93686,0.0,0.0
18863,0.0,0.0
32578,0.0,0.0
5646,0.0,0.0
5350,0.0,0.0
4475,0.0,0.0
46389,0.0,0.0
4663,0.0,0.0
29646,0.0,0.0
58461,0.0,0.0
1763,0.0,0.0
8273,0.0,0.0
19124,0.0,0.0
25863,0.0,0.0
48666,0.0,0.0
46521,0.0,0.0
70636,0.0,0.0
14741,0.0,0.0
65605,0.0,0.0
51988,0.0,0.0
65560,0.0,0.0
81446,0.0,0.0
94540,0.0,0.0
57653,0.0,0.0
27334,0.0,0.0
96343,0.0,0.0
51662,0.0,0.0
23856,0.0,0.0
4948,0.0,0.0
47295,0.0,0.0
17595,0.0,0.0
97904,0.0,0.0
78058,0.0,0.0
18022,0.0,0.0
66547,0.0,0.0
17444,0.0,0.0
69487,0.0,0.0
36155,0.0,0.0
20520,0.0,0.0
54336,0.0,0.0
98263,0.0,0.0
98834,0.0,0.0
66815,0.0,0.0
74747,0.0,0.0
25980,0.0,0.0
13153,0.0,0.0
95172,0.0,0.0
61354,0.0,0.0
46118,0.0,0.0
88389,0.0,0.0
75516,0.0,0.0
87995,0.0,0.0
78079,0.0,0.0
29448,0.0,0.0
31999,0.0,0.0
30009,0.0,0.0
1309,0.0,0.0
44413,0.0,0.0
89981,0.0,0.0
43716,0.0,0.0
8431,0.0,0.0
3564,1.0,0.0
89176,0.0,0.0
73660,0.0,0.0
25362,0.0,0.0
49237,0.0,0.0
59395,0.0,0.0
2281,0.0,0.0
24133,0.0,0.0
81256,0.0,0.0
69895,0.0,0.0
99899,0.0,0.0
93540,0.0,0.0
62723,0.0,0.0
67568,0.0,0.0
88062,0.0,0.0
91286,0.0,0.0
51935,0.0,0.0
24556,0.0,0.0
68947,0.0,0.0
53566,0.0,0.0
2278,0.0,0.0
84071,0.0,0.0
36696,0.0,1.0
14392,0.0,0.0
27326,0.0,0.0
52837,0.0,0.0
46593,0.0,0.0
44805,0.0,0.0
20533,0.0,0.0
77756,0.0,0.0
94771,0.0,0.0
75216,0.0,1.0
61593,0.0,1.0
548,0.0,0.0
40815,0.0,0.0
15384,0.0,0.0
27844,0.0,0.0
9560,0.0,0.0
70004,0.0,0.0
37830,0.0,0.0
45921,0.0,0.0
35655,0.0,0.0
18843,0.0,0.0
40769,0.0,0.0
78508,0.0,0.0
27452,0.0,0.0
95700,0.0,0.0
47855,0.0,0.0
22538,0.0,0.0
19617,0.0,0.0
79914,0.0,0.0
16639,0.0,0.0
4407,0.0,0.0
54872,0.0,0.0
48120,0.0,0.0
17216,0.0,0.0
33437,0.0,0.0
43031,0.0,0.0
95608,0.0,1.0
37625,0.0,0.0
65793,0.0,0.0
44872,0.0,0.0
65869,0.0,0.0
45410,0.0,0.0
86485,0.0,0.0
4842,0.0,0.0
20795,0.0,0.0
16241,0.0,0.0
82431,0.0,0.0
56198,0.0,0.0
98202,0.0,0.0
83774,0.0,0.0
74208,0.0,0.0
71172,0.0,0.0
2545,0.0,0.0
73979,0.0,0.0
13110,0.0,0.0
83758,0.0,0.0
67996,0.0,0.0
90588,0.0,0.0
60010,0.0,0.0
48532,0.0,0.0
26205,0.0,0.0
72296,0.0,0.0
6307,0.0,0.0
63279,0.0,0.0
92959,0.0,0.0
58849,0.0,0.0
34667,0.0,0.0
56437,0.0,0.0
77415,0.0,0.0
35827,0.0,0.0
58484,0.0,0.0
27056,0.0,0.0
30718,0.0,0.0
33191,0.0,0.0
67486,0.0,0.0
78691,0.0,0.0
13054,0.0,0.0
37909,0.0,0.0
70419,0.0,0.0
86769,0.0,0.0
25765,0.0,0.0
40248,0.0,0.0
92305,0.0,0.0
21610,0.0,0.0
64369,0.0,0.0
13687,0.0,0.0
85561,0.0,0.0
83165,0.0,0.0
59942,0.0,0.0
68405,0.0,0.0
94521,0.0,1.0
54101,0.0,0.0
45520,0.0,0.0
51989,0.0,0.0
76808,0.0,0.0
8486,0.0,0.0
36,0.0,0.0
40000,0.0,0.0
31969,0.0,0.0
5731,0.0,0.0
59181,0.0,0.0
49372,1.0,0.0
46455,0.0,0.0
22664,0.0,0.0
67104,0.0,0.0
81268,0.0,0.0
50974,0.0,0.0
59627,0.0,0.0
73995,0.0,0.0
25281,0.0,0.0
21817,0.0,0.0
82768,0.0,0.0
65823,0.0,0.0
54169,0.0,0.0
52673,0.0,0.0
69749,0.0,0.0
4167,0.0,0.0
80815,0.0,0.0
76608,0.0,0.0
85536,0.0,0.0
61646,0.0,0.0
89885,0.0,0.0
95486,0.0,0.0
68331,0.0,0.0
11849,0.0,0.0
13784,0.0,0.0
33146,0.0,0.0
42135,0.0,0.0
83853,0.0,0.0
83730,0.0,0.0
67737,0.0,0.0
36050,0.0,0.0
69264,0.0,0.0
11457,0.0,0.0
11651,0.0,0.0
58628,0.0,0.0
97135,0.0,0.0
30104,0.0,0.0
77515,0.0,0.0
31205,0.0,0.0
11274,0.0,0.0
3382,0.0,0.0
9486,0.0,0.0
9739,0.0,0.0
10358,0.0,0.0
24041,0.0,0.0
81295,0.0,0.0
70189,0.0,0.0
7086,0.0,0.0
4837,0.0,0.0
12948,0.0,0.0
79144,0.0,0.0
72688,0.0,0.0
61628,0.0,0.0
22441,1.0,0.0
9862,0.0,0.0
91760,0.0,0.0
60815,1.0,0.0
9330,0.0,0.0
32387,0.0,0.0
33959,0.0,0.0
64454,0.0,0.0
29418,0.0,0.0
22945,0.0,0.0
4541,0.0,0.0
28671,0.0,1.0
58169,0.0,0.0
76704,0.0,0.0
170,0.0,0.0
67338,0.0,0.0
60526,0.0,0.0
99400,0.0,0.0
39481,0.0,0.0
34604,0.0,0.0
54827,0.0,0.0
49994,0.0,0.0
47208,0.0,0.0
76159,0.0,0.0
20343,0.0,0.0
36558,0.0,0.0
354,0.0,0.0
30382,0.0,0.0
49527,0.0,1.0
55484,0.0,0.0
35785,0.0,0.0
79635,0.0,0.0
56201,0.0,0.0
42610,0.0,0.0
8706,0.0,0.0
393,0.0,0.0
51072,0.0,0.0
81257,0.0,0.0
84556,0.0,0.0
48145,0.0,0.0
46855,0.0,0.0
10032,0.0,0.0
1572,0.0,0.0
70914,0.0,0.0
18549,0.0,0.0
90244,0.0,0.0
97302,0.0,0.0
27405,0.0,0.0
166,0.0,0.0
77220,0.0,0.0
51163,0.0,0.0
37326,0.0,0.0
15622,0.0,0.0
44905,0.0,0.0
21479,0.0,0.0
20033,0.0,0.0
85115,0.0,0.0
27706,0.0,0.0
16004,0.0,0.0
40206,0.0,0.0
55187,0.0,0.0
77826,0.0,0.0
54454,0.0,0.0
74142,0.0,0.0
14584,0.0,0.0
80788,0.0,0.0
83926,0.0,0.0
94984,0.0,0.0
11670,0.0,0.0
15060,0.0,0.0
59099,0.0,0.0
73629,0.0,0.0
28514,0.0,0.0
72899,0.0,0.0
21950,0.0,0.0
74393,0.0,0.0
35567,0.0,0.0
81987,0.0,0.0
43050,0.0,0.0
44252,0.0,0.0
74219,0.0,0.0
62524,0.0,0.0
94421,0.0,0.0
77618,0.0,0.0
69207,0.0,0.0
61055,0.0,0.0
65597,0.0,0.0
76582,0.0,0.0
82245,0.0,0.0
56975,0.0,0.0
92734,0.0,0.0
59076,0.0,0.0
24559,0.0,0.0
56362,0.0,0.0
60549,0.0,0.0
37532,0.0,0.0
39962,0.0,0.0
28742,0.0,0.0
12758,0.0,0.0
97980,0.0,0.0
80692,0.0,0.0
69176,0.0,0.0
37976,0.0,0.0
19092,0.0,0.0
53480,0.0,0.0
83523,0.0,0.0
23137,0.0,0.0
59307,0.0,0.0
18604,0.0,0.0
47780,0.0,0.0
72185,0.0,0.0
92543,0.0,0.0
11144,0.0,0.0
93742,0.0,0.0
81155,0.0,0.0
87961,0.0,0.0
37558,0.0,0.0
7407,0.0,0.0
13149,0.0,0.0
73175,0.0,0.0
3710,0.0,0.0
66151,0.0,0.0
30358,0.0,0.0
91769,0.0,0.0
38627,0.0,0.0
66764,0.0,0.0
36203,0.0,0.0
86761,0.0,0.0
49600,0.0,0.0
98940,0.0,0.0
91348,0.0,0.0
68918,0.0,0.0
